
## FlyBase Gene Mapping Table
## Generated: Sat Apr  6 20:50:14 2024
## Using datasource: dbi:Pg:dbname=fb_2024_02_reporting;host=flysql25;port=5432...

##organism_abbreviation	current_symbol	primary_FBid	recombination_loc	cytogenetic_loc	sequence_loc
Dmel	E111	FBgn0000532	3-[43]	73A-73A	
Dmel	ea	FBgn0000533	3-57	88F1-88F1	3R:15328729..15330408(1)
Dmel	E(ade2)	FBgn0000534	3-26.1	67C-67C	
Dmel	eag	FBgn0000535	1-49	13A2-13A5	X:14955477..15009989(1)
Dmel	eas	FBgn0000536	1-53	14B7-14B7	X:16278328..16285618(1)
Dmel	eay	FBgn0000537	2-[86]	54F6-55B12	
Dmel	eb	FBgn0000538	2-32		
Dmel	E(Bar)	FBgn0000539	1-57.3		
Dmel	E(bx)	FBgn0000541	3-1	61B2-61B3	3L:233926..246912(-1)
Dmel	ec	FBgn0000542	1-5	3F3-3F3	X:3811698..3857621(1)
Dmel	ecd	FBgn0000543	3-2	62D4-62D4	3L:2263581..2265857(-1)
Dmel	ecl	FBgn0000544	1-8	4C6-4E1	
Dmel	Extra-combs	FBgn0000545	2-84		
Dmel	EcR	FBgn0000546	2-55	42A9-42A12	2R:6087873..6169087(-1)
Dmel	ed	FBgn0000547	2-11	24D4-24D6	2L:4031377..4115749(1)
Dmel	E(da)	FBgn0000548	2-[55]	41-41	
Dmel	Edg43A	FBgn0000549	2-[55.2]	43A-43A	
Dmel	Edg64CD	FBgn0000550	3-[19]	64C-64D	
Dmel	Edg78E	FBgn0000551	3-47	78C6-78C6	3L:21296763..21297803(-1)
Dmel	Edg84A	FBgn0000552	3-48	84A1-84A1	3R:6684445..6685157(1)
Dmel	e(dpy[v])	FBgn0000553	3-40.4		
Dmel	ee	FBgn0000554	2-18.0	[25A3--27F2] Left limit from recombination mapping relative to dp (citation unavailable) Right limit from recombination mapping relative to wg (citation unavailable)	
Dmel	E(f)	FBgn0000555	2-86.5	[52D3--58E4] Left limit from recombination mapping relative to c (FBrf0063304) Right limit from recombination mapping relative to px (FBrf0063304)	
Dmel	eEF1alpha2	FBgn0000557	3-102	100D2-100D2	3R:31738468..31743306(1)
Dmel	eEF2	FBgn0000559	2-54	39E7-39E7	2L:21677913..21682164(-1)
Dmel	eg	FBgn0000560	3-47	78F2-78F3	3L:21808703..21817600(1)
Dmel	egl	FBgn0000562	2-104	59F7-59F7	2R:23734904..23746829(-1)
Dmel	Eh	FBgn0000564	3-61	90B1-90B1	3R:17446642..17448858(-1)
Dmel	MsrA	FBgn0000565	3-43	71D3-71D4	3L:15511052..15513202(1)
Dmel	Cth	FBgn0000566	2-86	55E2-55E2	2R:18627918..18629395(1)
Dmel	Eip74EF	FBgn0000567	3-45	74D4-74E2	3L:17558672..17619325(-1)
Dmel	Eip75B	FBgn0000568	3-45	75A10-75B6	3L:17950953..18064696(-1)
Dmel	extra-lamina-fiber	FBgn0000571	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	elr	FBgn0000573	1-25.1		
Dmel	elyC	FBgn0000574	3-		
Dmel	emc	FBgn0000575	3-0.5	61C9-61C9	3L:749400..753492(1)
Dmel	ems	FBgn0000576	3-54	88A2-88A2	3R:13901853..13904620(1)
Dmel	en	FBgn0000577	2-64	47F17-48A1	2R:11524006..11528210(-1)
Dmel	ena	FBgn0000578	2-88	56B5-56C1	2R:19141632..19163705(1)
Dmel	Eno	FBgn0000579	2-3	22B1-22B1	2L:1724768..1729636(-1)
Dmel	eor	FBgn0000580	1-[66]	20A1-20A2	
Dmel	E(Pc)	FBgn0000581	2-64	47F13-47F14	2R:11452043..11465270(1)
Dmel	eq	FBgn0000582		[>18D1] Left limit from recombination mapping relative to car (citation unavailable)	
Dmel	eql	FBgn0000583	2-	59D8-60B1	
Dmel	Erect	FBgn0000584	3-50.0		
Dmel	erratic	FBgn0000585	2-40	31E-31E	
Dmel	es	FBgn0000586	2-		
Dmel	E(S)	FBgn0000587	2-6		
Dmel	esc	FBgn0000588	2-45	33A2-33A2	2L:11827204..11829405(-1)
Dmel	E(SD)	FBgn0000589	2-55	h35-h35	
Dmel	e(sei)	FBgn0000590	3-39.0	69A4-69B5	
Dmel	E(spl)m8-HLH	FBgn0000591	3-89	96F10-96F10	3R:26040240..26041008(1)
Dmel	Est-6	FBgn0000592	3-38	69A1-69A1	3L:12188818..12190705(1)
Dmel	Est-P	FBgn0000594	3-38	69A1-69A1	3L:12190733..12192528(1)
Dmel	Etd	FBgn0000595	1-23		
Dmel	E(var)87F	FBgn0000597	3-[54]	87E12-87F11	
Dmel	E(var)26A	FBgn0000599	2-[17]	25F2-25F2	
Dmel	E(var)88D	FBgn0000600	3-55	88D4-88D10	
Dmel	E(var)100C-F	FBgn0000601	3-[102]	100C5-100F5	
Dmel	E(var)301	FBgn0000602	3-49.3		
Dmel	E(var)302	FBgn0000603	3-36.6		
Dmel	E(var)303	FBgn0000604	3-34.7		
Dmel	E(var)c101	FBgn0000605	3-54		
Dmel	eve	FBgn0000606	2-61	46C10-46C10	2R:9979319..9980795(1)
Dmel	E(w[a])	FBgn0000607	2-105.1	60B1-60B10	
Dmel	e(w[e])	FBgn0000608	1-32		
Dmel	exd	FBgn0000611	1-52	14A5-14A5	X:15992468..15996509(1)
Dmel	exi	FBgn0000612	1-51.5		
Dmel	Ext	FBgn0000614	1-15.2		
Dmel	exu	FBgn0000615	2-91	57A9-57A10	2R:20667427..20671083(-1)
Dmel	Taf9	FBgn0000617	1-59	16E1-16E1	X:17842161..17843348(1)
Dmel	e(y)2	FBgn0000618	1-35	10C7-10C7	X:11576118..11576620(-1)
Dmel	e(y)5	FBgn0000621	1-59.2	17C-17C	
Dmel	e(y)6	FBgn0000622	1-37.2	10F-10F	
Dmel	Eye	FBgn0000624	2-62.7		
Dmel	eyg	FBgn0000625	3-38	69C2-69C2	3L:12462537..12468021(-1)
Dmel	eyh	FBgn0000626	3-58		
Dmel	Eyl	FBgn0000627	1-18		
Dmel	eym	FBgn0000628	3-67.9		
Dmel	E(z)	FBgn0000629	3-33	67E5-67E5	3L:10634575..10638130(-1)
Dmel	fai	FBgn0000631	2-61		
Dmel	fap	FBgn0000632	3-0.5	61E-61E	
Dmel	tei	FBgn0000633	2-68	50B6-50C3	2R:13623044..13749367(1)
Dmel	Fas2	FBgn0000635	1-7	4B1-4B3	X:4132887..4206093(-1)
Dmel	Fas3	FBgn0000636	2-53	36F2-36F4	2L:18320102..18393441(1)
Dmel	fbr	FBgn0000637	1-3.3		
Dmel	Fbp1	FBgn0000639	3-42	70D2-70D2	3L:14094589..14098053(-1)
Dmel	Fbp2	FBgn0000640	2-35	30B3-30B3	2L:9426784..9427917(1)
Dmel	fc	FBgn0000641	1-0.9		
Dmel	fch	FBgn0000642	3-55		
Dmel	fcl	FBgn0000643	1-57.8-59.1	17A12-17B2	
Dmel	Fcp3C	FBgn0000644	1-2	3C9-3C9	X:3173376..3174474(-1)
Dmel	fd	FBgn0000648	1-	7A4-7A4	
Dmel	fdg	FBgn0000649	1-55.0		
Dmel	febA	FBgn0000650	1-5-14	[3F1--5C2] Left limit from recombination mapping relative to cho (FBrf0051191) Right limit from recombination mapping relative to cv (FBrf0051191)	
Dmel	febB	FBgn0000651	1-14-33	[5A8--10A1] Left limit from recombination mapping relative to cv (FBrf0051191) Right limit from recombination mapping relative to v (FBrf0051191)	
Dmel	ff	FBgn0000653	1-57.7	16F1-16F2	
Dmel	fi	FBgn0000655	1-53		
Dmel	fil	FBgn0000656	1-56.8		
Dmel	fin	FBgn0000657	1-29.6		
Dmel	fj	FBgn0000658	2-85	55C1-55C1	2R:18232761..18236311(1)
Dmel	fkh	FBgn0000659	3-96	98D5-98D5	3R:28580976..28585264(-1)
Dmel	fl	FBgn0000660	3-59.7+	89E3-90B2	
Dmel	fl(1)302	FBgn0000661	1-9	4C6-4E1	
Dmel	fl(2)d	FBgn0000662	2-68	50C6-50C6	2R:13819624..13824553(-1)
Dmel	fla	FBgn0000663	1-2.4		
Dmel	fle	FBgn0000664	3-45	[61E1--88B2] Left limit from recombination mapping relative to mwh (citation unavailable) Right limit from recombination mapping relative to red (citation unavailable)	
Dmel	fli-385	FBgn0000666	1-0		
Dmel	Actn	FBgn0000667	1-0.5	2C4-2C7	X:2023822..2042311(-1)
Dmel	fliB	FBgn0000668	1-0.0		
Dmel	fliC	FBgn0000669	1-21.0	7B3-7C1	
Dmel	fliD	FBgn0000670	1-25.5	8C6-9B1	
Dmel	fliE	FBgn0000671	1-26.8		
Dmel	fliG	FBgn0000672	1-32.7	9F12-9F12	
Dmel	flo	FBgn0000674	2-58		
Dmel	flp	FBgn0000675	2-27		
Dmel	flrd397	FBgn0000677	1-		
Dmel	flrdA	FBgn0000678	1-1.2		
Dmel	flrdB	FBgn0000679	1-1.1		
Dmel	flrdC	FBgn0000680	1-4.0		
Dmel	flrdD	FBgn0000681	1-28.1		
Dmel	flrdE	FBgn0000682	1-39.9		
Dmel	flrdF	FBgn0000683	1-42.2		
Dmel	flrdG	FBgn0000684	1-44.6		
Dmel	flrdH	FBgn0000685	1-51.0		
Dmel	l(1)adl16	FBgn0000686	1-50.8	[10A2--15F4] Left limit from recombination mapping relative to v (FBrf0044446) Right limit from recombination mapping relative to f (FBrf0044446)	
Dmel	flrdJ	FBgn0000687	1-51.0		
Dmel	flrdL	FBgn0000688	1-62		
Dmel	flrdM	FBgn0000689	1-23.6		
Dmel	flrdN	FBgn0000690	1-38.0		
Dmel	flrdO	FBgn0000691	1-45.3		
Dmel	flrdP	FBgn0000692	1-44.6		
Dmel	flrdQ	FBgn0000693	1-56.7		
Dmel	flrdR	FBgn0000694	1-58.6		
Dmel	fltA	FBgn0000695	1-	[<3F4] Right limit from recombination mapping relative to cho (citation unavailable)	
Dmel	fltB	FBgn0000696	1-	[3F1--5C2] Left limit from recombination mapping relative to cho (citation unavailable) Right limit from recombination mapping relative to cv (citation unavailable)	
Dmel	fltC	FBgn0000697	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fltD	FBgn0000698	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fltE	FBgn0000699	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fltF	FBgn0000700	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fltG	FBgn0000701	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fltH	FBgn0000702	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fltI	FBgn0000703	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fltJ	FBgn0000704	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fltK	FBgn0000705	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fltL	FBgn0000706	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fltM	FBgn0000707	1-	[>15F2] Left limit from recombination mapping relative to f (citation unavailable)	
Dmel	fltN	FBgn0000708	1-	[>15F2] Left limit from recombination mapping relative to f (citation unavailable)	
Dmel	fliI	FBgn0000709	1-65	19F5-19F5	X:21339741..21345088(1)
Dmel	Flutter	FBgn0000710	1-37	10F7-11A4	
Dmel	flw	FBgn0000711	1-31	9B14-9C1	X:10385960..10409817(1)
Dmel	fm	FBgn0000713	1-66.1		
Dmel	fmf	FBgn0000714	1-0.5	2B6-2B10	
Dmel	FMRFa	FBgn0000715	2-61	46C4-46C4	2R:9906294..9910457(1)
Dmel	fnc	FBgn0000716	1-34.9		
Dmel	fo	FBgn0000717	1-63		
Dmel	Forkoid	FBgn0000718	2-107	60A7-60B10	
Dmel	fog	FBgn0000719	1-66	20D2-20E1	X:22824317..22855194(-1)
Dmel	fol	FBgn0000720	2-39		
Dmel	for	FBgn0000721	2-10	24A2-24A4	2L:3622074..3656953(-1)
Dmel	FER	FBgn0000723	3-48	85D13-85D15	3R:9367603..9394546(-1)
Dmel	fr	FBgn0000724	2-80		
Dmel	Frd	FBgn0000726	2-102.4	59C1-59C4	
Dmel	frh	FBgn0000727	2-62		
Dmel	fs(1)5e	FBgn0000729	1-37.5		
Dmel	fs(1)42	FBgn0000733	1-13.3		
Dmel	fs(1)288	FBgn0000734	1-[43]	12A7-12D3	
Dmel	fs(1)1867	FBgn0000735	1-62.9	[>18D1] Left limit from recombination mapping relative to car (citation unavailable)	
Dmel	fs(1)A59	FBgn0000736	1-[29]	8F-9A	
Dmel	fs(1)A97	FBgn0000737	1-31		
Dmel	fs(1)A99	FBgn0000738	1-		
Dmel	fs(1)A117	FBgn0000739	1-		
Dmel	fs(1)A120	FBgn0000740	1-46.9	[1B4--3F2] Left limit from recombination mapping relative to sc (FBrf0039213) Right limit from recombination mapping relative to ec (FBrf0039213)	
Dmel	fs(1)A125	FBgn0000741	1-		
Dmel	fs(1)A180	FBgn0000742	1-36		
Dmel	fs(1)A214	FBgn0000743	1-38		
Dmel	fs(1)A248	FBgn0000744	1-		
Dmel	fs(1)A273	FBgn0000745	1-65	18E1-20A	
Dmel	fs(1)A321	FBgn0000746	1-		
Dmel	fs(1)A330	FBgn0000747	1-		
Dmel	fs(1)A331	FBgn0000748	1-		
Dmel	fs(1)A336	FBgn0000749	1-		
Dmel	fs(1)A383	FBgn0000751	1-62		
Dmel	fs(1)A426	FBgn0000753	1-		
Dmel	fs(1)A427	FBgn0000754	1-		
Dmel	fs(1)A436	FBgn0000755	1-		
Dmel	fs(1)A456	FBgn0000756	1-[10]	4F11-4F12	
Dmel	fs(1)A462	FBgn0000758	1-		
Dmel	fs(1)A473	FBgn0000759	1-[22]	7E-8A	
Dmel	fs(1)A475	FBgn0000760	1-		
Dmel	fs(1)A476	FBgn0000761	1-		
Dmel	fs(1)A508	FBgn0000762	1-18	7C3-7D1	
Dmel	fs(1)A543	FBgn0000763	1-		
Dmel	fs(1)A572	FBgn0000764	1-		
Dmel	fs(1)A1001	FBgn0000765	1-		
Dmel	fs(1)A1010	FBgn0000766	1-		
Dmel	fs(1)A1024	FBgn0000767	1-		
Dmel	fs(1)A1042	FBgn0000768	1-		
Dmel	fs(1)A1059	FBgn0000769	1-[10]	4F1-4F2	
Dmel	fs(1)A1074	FBgn0000770	1-		
Dmel	fs(1)A1140	FBgn0000771	1-62		
Dmel	fs(1)A1187	FBgn0000773	1-		
Dmel	fs(1)A1242	FBgn0000774	1-26	7E-8A	
Dmel	fs(1)A1245	FBgn0000775	1-		
Dmel	fs(1)A1268	FBgn0000776	1-		
Dmel	fs(1)A1371	FBgn0000778	1-9		
Dmel	fs(1)A1459	FBgn0000779	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)A1509	FBgn0000780	1-		
Dmel	fs(1)A1528	FBgn0000782	1-		
Dmel	fs(1)A1559	FBgn0000783	1-		
Dmel	fs(1)A1561	FBgn0000784	1-[30]	9B-9C	
Dmel	fs(1)A1578	FBgn0000785	1-55		
Dmel	fs(1)BP	FBgn0000786	1-32.7	9F12-9F12	
Dmel	fs(1)C3	FBgn0000787	1-[28]	8B-8C	
Dmel	fs(1)C4	FBgn0000788	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)C5	FBgn0000789	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)C6	FBgn0000790	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)de1	FBgn0000791	1-	[5A8--7B3] Left limit from recombination mapping relative to cv (FBrf0049531) Right limit from recombination mapping relative to ct (FBrf0049531)	
Dmel	fs(1)de2	FBgn0000792	1-	[15F2--18D2] Left limit from recombination mapping relative to f (citation unavailable) Right limit from recombination mapping relative to car (citation unavailable)	
Dmel	fs(1)de3	FBgn0000793	1-		
Dmel	fs(1)de5	FBgn0000794	1-	[15F2--18D2] Left limit from recombination mapping relative to f (FBrf0049940) Right limit from recombination mapping relative to car (FBrf0049940)	
Dmel	fs(1)de6	FBgn0000795	1-	[10E2--15F4] Left limit from recombination mapping relative to m (citation unavailable) Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)de7	FBgn0000796	1-		
Dmel	fs(1)de8	FBgn0000797	1-	[15F2--18D2] Left limit from recombination mapping relative to f (FBrf0049940) Right limit from recombination mapping relative to car (FBrf0049940)	
Dmel	fs(1)de9	FBgn0000798	1-	[>15F2] Left limit from recombination mapping relative to f (FBrf0049940)	
Dmel	fs(1)de10	FBgn0000799	1-	[10E2--15F4] Left limit from recombination mapping relative to m (FBrf0049531) Right limit from recombination mapping relative to f (FBrf0049531)	
Dmel	fs(1)de11	FBgn0000800	1-	[7B3--10E2] Left limit from recombination mapping relative to ct (FBrf0049940) Right limit from recombination mapping relative to m (FBrf0049940)	
Dmel	fs(1)de13	FBgn0000802	1-	[10E2--15F4] Left limit from recombination mapping relative to m (citation unavailable) Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)de14	FBgn0000803	1-	[10E2--15F4] Left limit from recombination mapping relative to m (citation unavailable) Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)de15	FBgn0000804	1-		
Dmel	fs(1)de16	FBgn0000805	1-	[10E2--15F4] Left limit from recombination mapping relative to m (FBrf0049940) Right limit from recombination mapping relative to f (FBrf0049940)	
Dmel	fs(1)de17	FBgn0000806	1-	[15F2--18D2] Left limit from recombination mapping relative to f (FBrf0049531) Right limit from recombination mapping relative to car (FBrf0049531)	
Dmel	Fs(2)G	FBgn0000807	2-		
Dmel	gd	FBgn0000808	1-38	11A1-11A1	X:11985154..11987764(-1)
Dmel	fs(1)K10	FBgn0000810	1-0.9	2F1-2F2	X:2242138..2246041(1)
Dmel	fs(1)K79	FBgn0000811	1-[29]	8E1-9B1	
Dmel	fs(1)K93	FBgn0000812	1-[1.5]	3C4-3C11	
Dmel	fs(1)K163	FBgn0000813	1-		
Dmel	fs(1)K254	FBgn0000814	1-17	5D5-5E1	
Dmel	fs(1)K524	FBgn0000815	1-		
Dmel	fs(1)K741	FBgn0000817	1-[17]	5D-6E	
Dmel	fs(1)K811	FBgn0000818	1-		
Dmel	fs(1)K1134	FBgn0000819	1-		
Dmel	fs(1)K1193	FBgn0000820	1-	[>12B6] Left limit from recombination mapping relative to g (citation unavailable)	
Dmel	fs(1)K1221	FBgn0000822	1-		
Dmel	fs(1)K1563	FBgn0000824	1-44.7	12D3-12E1	
Dmel	png	FBgn0000826	1-0.1	1F4-1F4	X:1356488..1357601(-1)
Dmel	fs(1)A147	FBgn0000828	1-[0.0]	1B10-1E3	
Dmel	fs(1)M8	FBgn0000829	1-	[1B1--5C2] Left limit from recombination mapping relative to y (FBrf0030136) Right limit from recombination mapping relative to cv (FBrf0030136)	
Dmel	fs(1)M11	FBgn0000830	1-	[<5C2] Right limit from recombination mapping relative to cv (citation unavailable)	
Dmel	fs(1)M13	FBgn0000831	1-14	5C7-5D6	
Dmel	fs(1)M14	FBgn0000832	1-[13]	5A8-5C1	
Dmel	fs(1)M15	FBgn0000833	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (FBrf0030136) Right limit from recombination mapping relative to v (FBrf0030136)	
Dmel	fs(1)M17	FBgn0000834	1-15	[5A8--10A1] Left limit from recombination mapping relative to cv (FBrf0030136) Right limit from recombination mapping relative to v (FBrf0030136)	
Dmel	fs(1)M20	FBgn0000836	1-[47]	12E1-13A5	
Dmel	fs(1)M21	FBgn0000837	1-	[10A2--15F4] Left limit from recombination mapping relative to v (FBrf0030136) Right limit from recombination mapping relative to f (FBrf0030136)	
Dmel	fs(1)M24	FBgn0000838	1-	[10A2--15F4] Left limit from recombination mapping relative to v (FBrf0030136) Right limit from recombination mapping relative to f (FBrf0030136)	
Dmel	fs(1)M26	FBgn0000839	1-[33]	10A4-10B3	
Dmel	fs(1)M27	FBgn0000840	1-	[10A2--15F4] Left limit from recombination mapping relative to v (FBrf0030136) Right limit from recombination mapping relative to f (FBrf0030136)	
Dmel	fs(1)M28	FBgn0000841	1-	[10A2--15F4] Left limit from recombination mapping relative to v (FBrf0030136) Right limit from recombination mapping relative to f (FBrf0030136)	
Dmel	fs(1)M29	FBgn0000842	1-53	[10A2--15F4] Left limit from recombination mapping relative to v (FBrf0030136) Right limit from recombination mapping relative to f (FBrf0030136)	
Dmel	fs(1)M30	FBgn0000843	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M31	FBgn0000844	1-		
Dmel	fs(1)M32	FBgn0000845	1-		
Dmel	fs(1)M33	FBgn0000846	1-		
Dmel	fs(1)M36	FBgn0000848	1-58		
Dmel	fs(1)M39	FBgn0000850	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)M40	FBgn0000851	1-	[1B1--5C2] Left limit from recombination mapping relative to y (FBrf0030136) Right limit from recombination mapping relative to cv (FBrf0030136)	
Dmel	fs(1)M41	FBgn0000852	1-	1B1-5C2	
Dmel	fs(1)M43	FBgn0000853	1-[34]	10B5-10D4	
Dmel	fs(1)M46	FBgn0000854	1-[33]	[5A8--10A1] Left limit from recombination mapping relative to cv (FBrf0030136) Right limit from recombination mapping relative to v (FBrf0030136)	
Dmel	fs(1)M48	FBgn0000855	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)M49	FBgn0000856	1-[29]	9A-9A	
Dmel	fs(1)M51	FBgn0000857	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M52	FBgn0000858	1-[29]	8E-8F	
Dmel	fs(1)M53	FBgn0000859	1-		
Dmel	fs(1)M54	FBgn0000860	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M55	FBgn0000861	1-		
Dmel	fs(1)M56	FBgn0000862	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M57	FBgn0000863	1-	[>15F2] Left limit from recombination mapping relative to f (FBrf0030136)	
Dmel	fs(1)M58	FBgn0000864	1-	[>15F2] Left limit from recombination mapping relative to f (FBrf0030136)	
Dmel	fs(1)M59	FBgn0000865	1-	[>15F2] Left limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M61	FBgn0000866	1-		
Dmel	fs(1)M62	FBgn0000867	1-[33]	10A4-10B3	
Dmel	fs(1)M63	FBgn0000868	1-	[10A2--15F4] Left limit from recombination mapping relative to v (FBrf0030136) Right limit from recombination mapping relative to f (FBrf0030136)	
Dmel	fs(1)M64	FBgn0000869	1-	[<5C2] Right limit from recombination mapping relative to cv (citation unavailable)	
Dmel	fs(1)M65	FBgn0000870	1-	[<5C2] Right limit from recombination mapping relative to cv (citation unavailable)	
Dmel	fs(1)M68	FBgn0000872	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)M70	FBgn0000873	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)M73	FBgn0000875	1-[21]	7C1-7D21	
Dmel	fs(1)M74	FBgn0000876	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)M76	FBgn0000878	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)M77	FBgn0000879	1-	[5A8--10A1] Left limit from recombination mapping relative to cv (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)M78	FBgn0000880	1-[32]	[9E3--11B2]	
Dmel	fs(1)M79	FBgn0000881	1-[44]	12D-12D	
Dmel	fs(1)M81	FBgn0000883	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M82	FBgn0000884	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M83	FBgn0000885	1-		
Dmel	fs(1)M84	FBgn0000886	1-		
Dmel	fs(1)M85	FBgn0000887	1-	[<15F4] Right limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M86	FBgn0000888	1-	[>15F2] Left limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M87	FBgn0000889	1-	[>15F2] Left limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M88	FBgn0000890	1-	[>15F2] Left limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M89	FBgn0000891	1-	[>15F2] Left limit from recombination mapping relative to f (citation unavailable)	
Dmel	fs(1)M91	FBgn0000892	1-	[3C2--10A1] Left limit from recombination mapping relative to w (citation unavailable) Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)M93	FBgn0000893	1-[22]	7E10-8A5	
Dmel	fs(1)M94	FBgn0000894	1-[22]	7E10-8A5	
Dmel	fs(1)M95	FBgn0000895	1-	[7E10--10A1] Right limit from recombination mapping relative to v (citation unavailable)	
Dmel	fs(1)M103	FBgn0000896	1-5		
Dmel	fs(1)M108	FBgn0000899	1-52		
Dmel	fs(1)M111	FBgn0000902	1-21	7D1-7D6	
Dmel	fs(1)M112	FBgn0000903	1-25.1	7E10-8A5	
Dmel	fs(1)M116	FBgn0000906	1-[32]	9E3-10A1	
Dmel	fs(1)M120	FBgn0000910	1-0.5		
Dmel	fs(1)M121	FBgn0000911	1-		
Dmel	fs(1)M122	FBgn0000912	1-[21]	7D1-7D5	
Dmel	fs(1)MY18	FBgn0000913	1-12.5	4F7-5A2	
Dmel	fs(1)ne1	FBgn0000915	1-	[1B4--3F2] Left limit from recombination mapping relative to sc (FBrf0049531) Right limit from recombination mapping relative to ec (FBrf0049531)	
Dmel	fs(1)ne2	FBgn0000916	1-	[1B4--3F2] Left limit from recombination mapping relative to sc (FBrf0049940) Right limit from recombination mapping relative to ec (FBrf0049940)	
Dmel	fs(1)ne3	FBgn0000917	1-		
Dmel	fs(1)ne4	FBgn0000918	1-	[15F2--18D2] Left limit from recombination mapping relative to f (FBrf0049531) Right limit from recombination mapping relative to car (FBrf0049531)	
Dmel	fs(1)ne5	FBgn0000919	1-		
Dmel	fs(1)ne7	FBgn0000920	1-	[15F2--18D2] Left limit from recombination mapping relative to f (citation unavailable) Right limit from recombination mapping relative to car (citation unavailable)	
Dmel	fs(1)ne8	FBgn0000921	1-	[7B3--10E2] Left limit from recombination mapping relative to ct (FBrf0049531) Right limit from recombination mapping relative to m (FBrf0049531)	
Dmel	fs(1)ne9	FBgn0000922	1-	[>15F2] Left limit from recombination mapping relative to f (FBrf0049531)	
Dmel	fs(1)ne10	FBgn0000923	1-	[7B3--10E2] Left limit from recombination mapping relative to ct (citation unavailable) Right limit from recombination mapping relative to m (citation unavailable)	
Dmel	fs(1)ne12	FBgn0000924	1-36-56		
Dmel	fs(1)se	FBgn0000926	1-6	4B1-4C12	
Dmel	fs(1)Ya	FBgn0000927	1-1.5	3B3-3B3	X:2724286..2726577(1)
Dmel	fs(1)Yb	FBgn0000928	1-1.5	3B3-3B3	X:2720468..2724158(1)
